video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,channelId,publishDayName,numeric_duration,publish_day_name,LikeRatio,CommentRatio
yGj_GZ1Itec,Arthur Ray,[FM20] EP06 - BARRAGE OU RELÉGATION ? ULTIME MATCH !,"☑️ S'ABONNER :
https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/?sub_confirmation=1

Bienvenue sur ma Carriere FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

#fm20 #carriere","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, torns]",2019-11-25 09:00:16-08,20364.0,630.0,,34.0,PT22M15S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1335.0,Monday,30.936947554507956,1.6696130426242388
1iVSscMUhU4,Arthur Ray,"[FM20] ""40 MILLIONS ! QUI DIT MIEUX ?""","☑️ S'ABONNER :
https://bit.ly/2DyIjlq

Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

☑️ DEVIENS UN SOCIO et SOUTIEN LA CHAINE ET GAGNES DES EMOTES : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join 

Rejoins moi sur Twitter  : https://twitter.com/rayurart
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere #ajax","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, ajax]",2020-02-12 09:00:01-08,10910.0,432.0,,39.0,PT27M31S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1651.0,Wednesday,39.59670027497709,3.5747021081576533
SoMhZCG1La0,Arthur Ray,[WARZONE] AVEC ALEX LE FINISSEUR ET LOIC LE MEILLEUR JOUEUR EUW,"☑️ S'ABONNER :
https://bit.ly/2DyIjlq

              Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

Twitter : https://twitter.com/rayurart
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere",,2020-03-28 18:28:48-07,1422.0,26.0,,0.0,PT3H11M55S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,11515.0,Saturday,18.28410689170183,0.0
hLe9BCLXXWw,Arthur Ray,[FM20] TORNS IF : ON RECRUTE OU PAS ?,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et de devenir le plus grand entraineur de tous les temps ! Après avoir gagné la Ligue des Champions en partant de D3 Suédoise jusqu’à l’Ajax, mon nouvel objectif est de gagner la coupe aux grandes oreilles avec mon premier club, Torn IF !



☑️ DEVIENS UN SOCIO et SOUTIENS LA CHAINE ET GAGNE DES EMOTES : 
https://www.youtube.com/channel/UCNL-... 


☑️ MATÉ BIO AVEC LE CODE SOCIOS30 : https://biomate.fr/discount/SOCIOS30


Rejoins moi sur Twitter  : https://twitter.com/rayurart
Et sur Instagram : https://www.instagram.com/art__h__ur/
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

Mon skin FM est : https://www.fmscout.com/a-tcs-fm20-skin.html
Les stades : https://www.fmscout.com/c-fm20-misc-gfx.html?id=5978

#fm20 #carriere #torns","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, torns if]",2020-10-19 09:00:08-07,2909.0,174.0,,136.0,PT11M38S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,698.0,Monday,59.81436919903747,46.751460983155724
5nckpWsh5qk,Arthur Ray,[FM20]  LE DIRECTEUR SPORTIF PRÉSENTE : LES DEFENSEURS DROIT A RECRUTER !,"☑️ S'ABONNER :
https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/?sub_confirmation=1

Les bonnes affaires et les meilleurs défenseurs droit à venir sur fm2020 présente par le Directeur Sportif Philippe 

#fm20 #defenseurdroit","[fm20, arriere droit, pepites, perles, arthur ray, fr]",2019-11-30 02:00:00-08,4843.0,69.0,,15.0,PT15M42S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,942.0,Saturday,14.247367334296923,3.0972537683254178
ohZTEh69UPQ,Arthur Ray,[EP21] FM2019 - DUNDEE UNITED - RECAP MERCATO -,"Yo,

Je vais vous partager ma partie FM2019, durant laquelle j’espère vous prendrez autant de plaisir que moi !

A bientôt !","[fm2019, story, fr, chomage]",2018-12-23 11:18:08-08,2707.0,64.0,,8.0,PT56M51S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,3411.0,Sunday,23.642408570373107,2.9553010712966383
7ZxmO856HAA,Arthur Ray,[FM20] LA MEILLEURE ATTAQUE D'EUROPE ?,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et de devenir le plus grand entraineur de tous les temps ! Après avoir gagné la Ligue des Champions en partant de D3 Suédoise jusqu’à l’Ajax, mon nouvel objectif est de gagner la coupe aux grandes oreilles avec mon premier club, Torn IF !

TACTIQUE : https://www.mediafire.com/file/98ix89...


☑️ DEVIENS UN SOCIO et SOUTIENS LA CHAINE ET GAGNE DES EMOTES : 
https://www.youtube.com/channel/UCNL-... 


☑️ MATÉ BIO AVEC LE CODE SOCIOS30 : https://biomate.fr/discount/SOCIOS30


Rejoins moi sur Twitter  : https://twitter.com/rayurart
Et sur Instagram : https://www.instagram.com/art__h__ur/
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

Mon skin FM est : https://www.fmscout.com/a-tcs-fm20-skin.html
Les stades : https://www.fmscout.com/c-fm20-misc-gfx.html?id=5978

#fm20 #carriere #torns",,2020-09-05 09:00:01-07,3006.0,164.0,,8.0,PT18M17S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1097.0,Saturday,54.55755156353958,2.6613439787092483
Mkh5ikoDeFQ,Arthur Ray,[FM20] ON SIGNE DANS UN NOUVEAU CLUB ET C'EST DÉJÀ LE FEU ! #1,"☑️ S'ABONNER :
https://bit.ly/2DyIjlq

              Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 


Rejoins moi sur Twitter  : https://twitter.com/rayurart
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, lens, ligue2]",2020-01-06 09:00:08-08,30892.0,1060.0,,222.0,PT39M50S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2390.0,Monday,34.313090767836336,7.18632655703742
0J-fuSkRuZk,Arthur Ray,[FM20] FIN DE SAISON A TORNS IF !,"☑️ S'ABONNER :
https://bit.ly/2DyIjlq

              Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

Twitter : https://twitter.com/rayurart
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, torns]",2019-12-08 09:00:00-08,13626.0,603.0,,117.0,PT31M16S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1876.0,Sunday,44.253632760898284,8.58652575957728
nQTPPOKfDmQ,Arthur Ray,J'AI SIMULE 10 ANS APRÈS MA RETRAITE A TORNS ! [FM20] EPISODE 1,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

LE CONCOURS : https://twitter.com/rayurart/status/1321043715557830656

Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et de devenir le plus grand entraineur de tous les temps ! Après avoir gagné la Ligue des Champions en partant de D3 Suédoise jusqu’à l’Ajax, mon nouvel objectif est de gagner la coupe aux grandes oreilles avec mon premier club, Torn IF !

☑️ DEVIENS UN SOCIO et SOUTIENS LA CHAINE ET GAGNE DES EMOTES : 
https://www.youtube.com/channel/UCNL-... 

☑️ MATÉ BIO AVEC LE CODE SOCIOS30 : https://biomate.fr/discount/SOCIOS30

Rejoins moi sur Twitter  : https://twitter.com/rayurart
Et sur Instagram : https://www.instagram.com/art__h__ur/
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

Mon skin FM est : https://www.fmscout.com/a-tcs-fm20-skin.html
Les stades : https://www.fmscout.com/c-fm20-misc-gfx.html?id=5978

#fm20 #carriere #torns #fin","[artur ray, foot, mf, fm20, fm21, carriere, torns, experience, fm]",2020-11-01 09:00:17-08,8888.0,453.0,,59.0,PT15M59S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,959.0,Sunday,50.96759675967596,6.638163816381638
h8lo2nJbqsU,Arthur Ray,[FM20] ET TOI TU T’APPELLES COMMENT ? #ANECDOTES,"☑️ S'ABONNER :
https://bit.ly/2DyIjlq

  Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

CONCOURS FM A GAGNER : https://twitter.com/rayurart/status/1214848336638951424?s=20 

Rejoins moi sur Twitter  : https://twitter.com/rayurart
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere #sapin","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, lens, ligue2]",2020-01-22 09:00:17-08,9574.0,450.0,,173.0,PT36M25S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2185.0,Wednesday,47.002297890119074,18.06977229997911
BTVYnVdh-S4,Arthur Ray,[FM20] LA COUPE DU MONDE DES -20 ANS VA ME DÉTRUIRE !,"☑️ S'ABONNER :
https://bit.ly/2DyIjlq

              Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

Twitter : https://twitter.com/rayurart
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, torns]",2019-12-13 09:00:02-08,11293.0,429.0,,100.0,PT30M27S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1827.0,Friday,37.988134242451075,8.855042946958294
OoQPDufD-wo,Arthur Ray,[FM20] UN CADEAU AVANT L'HEURE !!! A OUVRIR D'URGENCE !,"☑️ S'ABONNER :
https://bit.ly/2DyIjlq

              Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

Twitter : https://twitter.com/rayurart
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, torns, patch]",2019-12-24 09:00:04-08,11390.0,507.0,,85.0,PT19M25S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1165.0,Tuesday,44.51273046532046,7.462686567164179
ZBIHuuEUh68,Arthur Ray,[FM20] EP06 - LES BONS COUPS DU MERCATO A FAIRE ! -,"☑️ S'ABONNER :

https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/?sub_confirmation=1

Découverte de la bêta avec une saison à l'OM ! 

#fm20 #OM #decouverte #gameplay","[fm2020, fm20, let's play, decouverte, marseille, om, arthur ray, gameplay, astuces, carriere]",2019-11-13 08:00:05-08,9828.0,96.0,,14.0,PT29M,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1740.0,Wednesday,9.768009768009769,1.4245014245014245
mwGnRDjx910,Arthur Ray,[PCM20] UN JEUNE SUÉDOIS FUTUR CHAMPION ?,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

Bienvenue sur ma PCM2020, découverte du mode Pro cyclist ! 



☑️ DEVIENS UN SOCIO et SOUTIENS LA CHAINE ET GAGNE DES EMOTES : 
https://www.youtube.com/channel/UCNL-... 


☑️ MATÉ BIO AVEC LE CODE SOCIOS30 : https://biomate.fr/discount/SOCIOS30


Rejoins moi sur Twitter  : https://twitter.com/rayurart
Et sur Instagram : https://www.instagram.com/art__h__ur/
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

Mon skin FM est : https://www.fmscout.com/a-tcs-fm20-skin.html
Les stades : https://www.fmscout.com/c-fm20-misc-gfx.html?id=5978

#PCM20 #procyclist","[pro cyclist, pcm20, decouverte, gameplay, francais, arthur ray, tuto, pro cycling manager 2020]",2020-06-08 09:01:07-07,4651.0,298.0,,46.0,PT16M46S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1006.0,Monday,64.07224252848849,9.890346162115675
s9cy44XQ7X0,Arthur Ray,[FM20] UN GARDIEN ET UN GRINCH EN ATTAQUE CA VAUT QUOI ?,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

TACTIQUE : https://www.mediafire.com/file/98ix89bfzvyux88/INVINCIBLE_DEF.fmf/file

☑️ DEVIENS UN SOCIO et SOUTIEN LA CHAINE ET GAGNES DES EMOTES : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join 

Rejoins moi sur Twitter  : https://twitter.com/rayurart
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere #ajax","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, ajax, gardien en attaque]",2020-03-06 09:00:13-08,5431.0,262.0,,43.0,PT26M34S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1594.0,Friday,48.24157613699134,7.917510587368809
IquQd3w6vk8,Arthur Ray,DETROIT BECOME HUMAN : EPISODE 7 : ALICE,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

Bienvenue pour un let's play sur Detroit Become Human ,une aventure unique et sublime ! 


☑️ DEVIENS UN SOCIO et SOUTIENS LA CHAINE ET GAGNE DES EMOTES : 
https://www.youtube.com/channel/UCNL-... 


☑️ MATÉ BIO AVEC LE CODE SOCIOS30 : https://biomate.fr/discount/SOCIOS30


Rejoins moi sur Twitter  : https://twitter.com/rayurart
Et sur Instagram : https://www.instagram.com/art__h__ur/
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

Mon skin FM est : https://www.fmscout.com/a-tcs-fm20-skin.html
Les stades : https://www.fmscout.com/c-fm20-misc-gfx.html?id=5978

#detroitbecomehuman #letsplay #francais","[detroit become human, pc, let's play, francais, aventure, arthur ray]",2020-09-23 02:00:04-07,406.0,33.0,,5.0,PT43M37S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2617.0,Wednesday,81.2807881773399,12.315270935960593
ePo-LYiFtTk,Arthur Ray,[FM] GAGNER OU ADIEU LA LIGUE DES CHAMPIONS !,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

TACTIQUE : https://www.mediafire.com/file/98ix89bfzvyux88/INVINCIBLE_DEF.fmf/file

☑️ DEVIENS UN SOCIO et SOUTIEN LA CHAINE ET GAGNES DES EMOTES : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join 

Rejoins moi sur Twitter  : https://twitter.com/rayurart
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere #ajax","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, ajax, gardien en attaque, gratuit]",2020-03-27 10:00:22-07,4814.0,228.0,,39.0,PT29M50S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1790.0,Friday,47.361861238055674,8.101371001246365
0WzQpbpAZaI,Arthur Ray,[FM20] LENS EN FUSION AVEC DIMARIA ET LA COUPE DE FRANCE !#2,"☑️ S'ABONNER :
https://bit.ly/2DyIjlq

              Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 


Rejoins moi sur Twitter  : https://twitter.com/rayurart
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, lens, ligue2]",2020-01-07 09:00:01-08,23131.0,790.0,,127.0,PT37M17S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2237.0,Tuesday,34.153300765206865,5.490467338204142
pYwoO-VQaJ8,Arthur Ray,OUTER WILDS - LE MEILLEUR JEU DE CES DERNIERS ANNÉES ? Épisode 1,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

Bienvenue pour une découverte singulière avec un let's play sur OuterWilds, un jeu qui pourrait marquer définitivement le monde du jeu vidéo.  


☑️ DEVIENS UN SOCIO et SOUTIENS LA CHAINE ET GAGNE DES EMOTES : 
https://www.youtube.com/channel/UCNL-... 


☑️ MATÉ BIO AVEC LE CODE SOCIOS30 : https://biomate.fr/discount/SOCIOS30


Rejoins moi sur Twitter  : https://twitter.com/rayurart
Et sur Instagram : https://www.instagram.com/art__h__ur/
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

Mon skin FM est : https://www.fmscout.com/a-tcs-fm20-skin.html
Les stades : https://www.fmscout.com/c-fm20-misc-gfx.html?id=5978

#outerwilds #letsplay #aventure","[outerwilds, let's play, avis, decouverte, gameplay, fr, francais]",2020-07-02 03:00:16-07,1674.0,62.0,,10.0,PT39M41S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2381.0,Thursday,37.03703703703704,5.973715651135007
jGDIt6ylFcQ,Arthur Ray,[FM] LE 8ème de LDC + CONCOURS MATÉ,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

TACTIQUE : https://www.mediafire.com/file/98ix89bfzvyux88/INVINCIBLE_DEF.fmf/file


☑️ DEVIENS UN SOCIO et SOUTIEN LA CHAINE ET GAGNES DES EMOTES : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join 



MATÉ BIO AVEC LE CODE SOCIOS30 : https://biomate.fr/discount/SOCIOS30


Rejoins moi sur Twitter  : https://twitter.com/rayurart
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere #ajax","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, ajax, gardien en attaque, gratuit]",2020-03-31 09:07:58-07,4210.0,206.0,,53.0,PT20M37S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1237.0,Tuesday,48.9311163895487,12.589073634204276
8vxwGT80uH0,Arthur Ray,[FM20] S02 EP03 - JE LES CONVOQUE TOUS !,"☑️ S'ABONNER :
https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/?sub_confirmation=1

Bienvenue sur ma Carriere FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

Twitter : https://twitter.com/rayurart
Pour participer au concours : https://twitter.com/rayurart/status/1198175311726288896?s=21

#fm20 #carriere","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, torns]",2019-11-29 09:00:02-08,16868.0,520.0,,41.0,PT33M43S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2023.0,Friday,30.827602561062367,2.4306378942376097
d9Fo-QP4Md0,Arthur Ray,[FM20] OBJECTIF MONTEE !,"☑️ S'ABONNER :
https://bit.ly/2DyIjlq

              Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

Twitter : https://twitter.com/rayurart
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, lens, ligue2]",2020-01-15 12:04:21-08,21525.0,697.0,,32.0,PT2H18M52S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,8332.0,Wednesday,32.38095238095238,1.48664343786295
rfT_Q6AC0lI,Arthur Ray,[FM20] LE CHOC DU CHAMPIONNAT !,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et de devenir le plus grand entraineur de tous les temps ! Après avoir gagné la Ligue des Champions en partant de D3 Suédoise jusqu’à l’Ajax, mon nouvel objectif est de gagner la coupe aux grandes oreilles avec mon premier club, Torn IF !

TACTIQUE : https://www.mediafire.com/file/98ix89...


☑️ DEVIENS UN SOCIO et SOUTIENS LA CHAINE ET GAGNE DES EMOTES : 
https://www.youtube.com/channel/UCNL-... 


☑️ MATÉ BIO AVEC LE CODE SOCIOS30 : https://biomate.fr/discount/SOCIOS30


Rejoins moi sur Twitter  : https://twitter.com/rayurart
Et sur Instagram : https://www.instagram.com/art__h__ur/
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

Mon skin FM est : https://www.fmscout.com/a-tcs-fm20-skin.html
Les stades : https://www.fmscout.com/c-fm20-misc-gfx.html?id=5978

#fm20 #carriere #torns","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, torns if]",2020-07-22 09:00:17-07,2629.0,145.0,,10.0,PT16M50S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1010.0,Wednesday,55.15405096995055,3.803727653100038
DSyvaBZdDo8,Arthur Ray,[FM20] DEMI FINALE DE COUPE DE FRANCE,"☑️ S'ABONNER :
https://bit.ly/2DyIjlq

              Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

Twitter : https://twitter.com/rayurart
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, lens, ligue2]",2020-01-30 12:53:56-08,15606.0,569.0,,18.0,PT2H11M57S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,7917.0,Thursday,36.46033576829424,1.1534025374855825
fhn79i8rp2I,Arthur Ray,DETROIT BECOME HUMAN : EPISODE 2 LET'S PLAY FR,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

Bienvenue pour un let's play sur Detroit Become Human ,une aventure unique et sublime ! 


☑️ DEVIENS UN SOCIO et SOUTIENS LA CHAINE ET GAGNE DES EMOTES : 
https://www.youtube.com/channel/UCNL-... 


☑️ MATÉ BIO AVEC LE CODE SOCIOS30 : https://biomate.fr/discount/SOCIOS30


Rejoins moi sur Twitter  : https://twitter.com/rayurart
Et sur Instagram : https://www.instagram.com/art__h__ur/
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

Mon skin FM est : https://www.fmscout.com/a-tcs-fm20-skin.html
Les stades : https://www.fmscout.com/c-fm20-misc-gfx.html?id=5978

#detroitbecomehuman #letsplay #francais","[detroit become human, pc, let's play, francais, aventure, arthur ray]",2020-07-27 02:00:08-07,747.0,49.0,,4.0,PT41M41S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2501.0,Monday,65.59571619812583,5.35475234270415
Biegt4wo8L0,Arthur Ray,[FM] MACRON ET LIGUE DES CHAMPIONS,"☑️ S'ABONNER :
https://bit.ly/2DyIjlq

              Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grands entraineur de tout les temps ! 

Twitter : https://twitter.com/rayurart
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere",,2020-03-25 14:04:47-07,6085.0,200.0,,7.0,PT1H13M8S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,4388.0,Wednesday,32.86770747740346,1.1503697617091206
hCG4lzViTjI,Arthur Ray,[EP38] FM2019 - DUNDEE UNITED - DANS LE DUR -,"Yo,

Je vais vous partager ma partie FM2019, durant laquelle j’espère vous prendrez autant de plaisir que moi !

A bientôt !","[fm2019, fr, soty]",2019-02-11 11:40:10-08,1002.0,36.0,,6.0,PT48M13S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2893.0,Monday,35.92814371257485,5.9880239520958085
rhadYbBBmoM,Arthur Ray,ET SI LE PIRE CHAMPIONNAT AVAIT LES MEILLEURS CENTRES DE FORMATION DU MONDE ? - [EXPÉRIENCE FM 20],"☑️ S'ABONNER :
https://bit.ly/2DyIjlq


Nouvelle expérience, je mets les structures de formations au max aux clubs dl'irlande du nord ! Le Championnat peut il devenir le meilleur du monde ? 

CONCOURS FM20 A GAGNER : https://twitter.com/rayurart/status/1214848336638951424?s=21

Rejoins moi sur Twitter pour plus de FUN : https://twitter.com/rayurart
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

#fm20 #experience #formation","[fm20, fm2020, experience, formation au max, pire nation, joueur parfait, arthur ray, reaction]",2020-01-24 02:00:08-08,29316.0,1320.0,,72.0,PT17M20S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1040.0,Friday,45.02660663119116,2.4559967253376995
EpfcmmUxBwU,Arthur Ray,[FM] 10 ANS APRÈS MA RETRAITE A L'AJAX,"☑️ S'ABONNER :https://bit.ly/2DyIjlq;

Bienvenue sur ma Carrière FM, sans emploi, sans formation, footballeur du dimanche, avec le but d'atteindre les sommets et devenir le plus grand entraineur de tout les temps ! 



☑️ DEVIENS UN SOCIO et SOUTIEN LA CHAINE ET GAGNES DES EMOTES : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join 

MATÉ BIO AVEC LE CODE SOCIOS30 : https://biomate.fr/discount/SOCIOS30


Rejoins moi sur Twitter  : https://twitter.com/rayurart
Viens sur le Discord : https://discord.gg/MSjKkuZ
Contact Pro : pro.arthurray@gmail.com

#fm20 #carriere #ajax","[fm2020, fm20, arthur ray, carriere, story, journeyman, astuces, gamplay, test, patch, ajax, gardien en attaque, gratuit]",2020-05-17 09:00:08-07,11697.0,250.0,,27.0,PT18M41S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1121.0,Sunday,21.373001624348124,2.3082841754295975
